"affected","implementer","year","flow","value"
"South Africa","India","2011","inward",0.495818635221994
"Turkey","India","2011","inward",0.0150126068552073
"United Kingdom","India","2011","inward",0.147917470982163
"United States of America","India","2011","inward",0.0563497231947408
"World","India","2011","inward",0.126618684348866
"Argentina","Indonesia","2011","inward",0.684628490287543
"Australia","Indonesia","2011","inward",0.185607572164189
"Brazil","Indonesia","2011","inward",0.389645608726138
"Canada","Indonesia","2011","inward",0.0762711267775691
"China","Indonesia","2011","inward",0.410599329394392
"France","Indonesia","2011","inward",0.654849718393195
"Germany","Indonesia","2011","inward",0.460541564779118
"India","Indonesia","2011","inward",0.275287013665555
"Italy","Indonesia","2011","inward",0.427935366771276
"Japan","Indonesia","2011","inward",0.461679168481693
"Mexico","Indonesia","2011","inward",0.25882423193303
"Republic of Korea","Indonesia","2011","inward",0.213466827201026
"Russia","Indonesia","2011","inward",0.0437076855529476
"Saudi Arabia","Indonesia","2011","inward",0.0820101011945061
"South Africa","Indonesia","2011","inward",0.100652411364885
"Turkey","Indonesia","2011","inward",0.0986433809323529
"United Kingdom","Indonesia","2011","inward",0.400067115940468
"United States of America","Indonesia","2011","inward",0.34000213556027
"World","Indonesia","2011","inward",0.280806661681766
"Argentina","Italy","2011","inward",0.102672846656736
"Australia","Italy","2011","inward",0.0393207689414542
"Brazil","Italy","2011","inward",0.0432810614730251
"Canada","Italy","2011","inward",0.153352707198511
"China","Italy","2011","inward",0.108794105044402
"France","Italy","2011","inward",0.140190180998723
"Germany","Italy","2011","inward",0.223846120027432
"India","Italy","2011","inward",0.0999054284110761
"Indonesia","Italy","2011","inward",0.0115214496891344
"Japan","Italy","2011","inward",0.301642313534945
"Mexico","Italy","2011","inward",0.174294989626149
"Republic of Korea","Italy","2011","inward",0.35369366468134
"Russia","Italy","2011","inward",0.00890242699095083
"Saudi Arabia","Italy","2011","inward",0.0159823734559836
"South Africa","Italy","2011","inward",0.0723731564556961
"Turkey","Italy","2011","inward",0.18156273078214
"United Kingdom","Italy","2011","inward",0.150430131619061
"United States of America","Italy","2011","inward",0.0930142023537231
"World","Italy","2011","inward",0.124941813749368
"Argentina","Japan","2011","inward",0.00754048484378966
"Australia","Japan","2011","inward",0.0233750060236269
"Brazil","Japan","2011","inward",0.00690590793089042
"Canada","Japan","2011","inward",0.148635850859657
"China","Japan","2011","inward",0.04665137453861
"France","Japan","2011","inward",0.0264814440180975
"Germany","Japan","2011","inward",0.236052042326988
"India","Japan","2011","inward",0.0242751108560857
"Indonesia","Japan","2011","inward",0.0531566883292469
"Italy","Japan","2011","inward",0.0408332407891937
"Mexico","Japan","2011","inward",0.0727375778880935
"Republic of Korea","Japan","2011","inward",0.0197363936530159
"Russia","Japan","2011","inward",0.0365977632917846
"Saudi Arabia","Japan","2011","inward",0.00133419231338139
"South Africa","Japan","2011","inward",0.141385571991299
"Turkey","Japan","2011","inward",0.0067104329875292
"United Kingdom","Japan","2011","inward",0.154724625057705
"United States of America","Japan","2011","inward",0.0400432199055398
"World","Japan","2011","inward",0.0543903726007693
"Argentina","Mexico","2011","inward",0.00667212627072766
"Australia","Mexico","2011","inward",0.0100565242892085
"Brazil","Mexico","2011","inward",0.0108840521497157
"Canada","Mexico","2011","inward",0.0371636320008324
"China","Mexico","2011","inward",0.0473196035634212
"France","Mexico","2011","inward",0.00136181833983866
"Germany","Mexico","2011","inward",0.00272202498844509
"India","Mexico","2011","inward",0.00536737769695509
"Indonesia","Mexico","2011","inward",0.0261521874159677
"Italy","Mexico","2011","inward",0.00134350254167653
"Japan","Mexico","2011","inward",0.00393624400324887
"Republic of Korea","Mexico","2011","inward",0.00160420813674793
"Russia","Mexico","2011","inward",0.00175615519818948
"Saudi Arabia","Mexico","2011","inward",0
"South Africa","Mexico","2011","inward",0
"Turkey","Mexico","2011","inward",0.00546864276524768
"United Kingdom","Mexico","2011","inward",0.011645443849141
"United States of America","Mexico","2011","inward",0.0894501702943036
"World","Mexico","2011","inward",0.0558376858268433
"Argentina","Republic of Korea","2011","inward",0.250314777036347
"Australia","Republic of Korea","2011","inward",0.0272420877452235
"Brazil","Republic of Korea","2011","inward",0.0155455733549553
"Canada","Republic of Korea","2011","inward",0.0605532823318369
"China","Republic of Korea","2011","inward",0.0423625840030623
"France","Republic of Korea","2011","inward",0.0404401541020407
"Germany","Republic of Korea","2011","inward",0.0742551457937026
"India","Republic of Korea","2011","inward",0.0952881947095366
"Indonesia","Republic of Korea","2011","inward",0.0258834601886356
"Italy","Republic of Korea","2011","inward",0.071069360764784
"Japan","Republic of Korea","2011","inward",0.0759218089692394
"Mexico","Republic of Korea","2011","inward",0.0341934035239216
"Russia","Republic of Korea","2011","inward",0.294656486519887
"Saudi Arabia","Republic of Korea","2011","inward",0.849011318180013
"South Africa","Republic of Korea","2011","inward",0.00486159408629759
"Turkey","Republic of Korea","2011","inward",0.008705462250345
"United Kingdom","Republic of Korea","2011","inward",0.0429185203181006
"United States of America","Republic of Korea","2011","inward",0.0767170738689552
"World","Republic of Korea","2011","inward",0.16198294055204
"Argentina","Russia","2011","inward",0.451190461869855
"Australia","Russia","2011","inward",0.244871948730483
"Brazil","Russia","2011","inward",0.823362157555977
"Canada","Russia","2011","inward",0.642488202578724
"China","Russia","2011","inward",0.294078545474148
"France","Russia","2011","inward",0.364008461779304
"Germany","Russia","2011","inward",0.435930959138173
"India","Russia","2011","inward",0.492601042041765
"Indonesia","Russia","2011","inward",0.376046822989492
"Italy","Russia","2011","inward",0.330459233955519
"Japan","Russia","2011","inward",0.774134962271663
"Mexico","Russia","2011","inward",0.509323827396301
"Republic of Korea","Russia","2011","inward",0.504204008160866
"Saudi Arabia","Russia","2011","inward",0.174038039378475
"South Africa","Russia","2011","inward",0.0802160750959504
"Turkey","Russia","2011","inward",0.407826858849264
"United Kingdom","Russia","2011","inward",0.537661320273845
"United States of America","Russia","2011","inward",0.482533394970907
"World","Russia","2011","inward",0.400880796848374
"Argentina","Saudi Arabia","2011","inward",0.0199175676782508
"Australia","Saudi Arabia","2011","inward",0.590079224741415
"Brazil","Saudi Arabia","2011","inward",0.381755535219315
"Canada","Saudi Arabia","2011","inward",0.340136429521724
"China","Saudi Arabia","2011","inward",0.156483462163745
"France","Saudi Arabia","2011","inward",0.147064328509537
"Germany","Saudi Arabia","2011","inward",0.214661387148183
"India","Saudi Arabia","2011","inward",0.0723500290563749
"Indonesia","Saudi Arabia","2011","inward",0.229408265733933
"Italy","Saudi Arabia","2011","inward",0.157751386674999
"Japan","Saudi Arabia","2011","inward",0.496166228828275
"Mexico","Saudi Arabia","2011","inward",0.362252065587918
"Republic of Korea","Saudi Arabia","2011","inward",0.416905210487289
"Russia","Saudi Arabia","2011","inward",0.00848080763300698
"South Africa","Saudi Arabia","2011","inward",0.264314891215459
"Turkey","Saudi Arabia","2011","inward",0.238790394209987
"United Kingdom","Saudi Arabia","2011","inward",0.0958090159319917
"United States of America","Saudi Arabia","2011","inward",0.262837748745132
"World","Saudi Arabia","2011","inward",0.23910078296571
"Argentina","South Africa","2011","inward",0.301824098944479
"Australia","South Africa","2011","inward",0.00880954896760944
"Brazil","South Africa","2011","inward",0.136047037918484
"Canada","South Africa","2011","inward",0.0315761599359235
"China","South Africa","2011","inward",0.191408447966016
"France","South Africa","2011","inward",0.0197945151442861
"Germany","South Africa","2011","inward",0.0697751639144823
"India","South Africa","2011","inward",0.0516594769282839
"Indonesia","South Africa","2011","inward",0.0559416934994691
"Italy","South Africa","2011","inward",0.050174343057926
"Japan","South Africa","2011","inward",0.0252422400608046
"Mexico","South Africa","2011","inward",0.178176003681568
"Republic of Korea","South Africa","2011","inward",0.234529232184903
"Russia","South Africa","2011","inward",0
"Saudi Arabia","South Africa","2011","inward",0.562632890803502
"Turkey","South Africa","2011","inward",0.00344253688131686
"United Kingdom","South Africa","2011","inward",0.0618710743141098
"United States of America","South Africa","2011","inward",0.0129794090249297
"World","South Africa","2011","inward",0.171165059243138
"Argentina","Turkey","2011","inward",0.0513036448926701
"Australia","Turkey","2011","inward",0.00225305632444437
"Brazil","Turkey","2011","inward",0.0199776119779707
"Canada","Turkey","2011","inward",0.0401689510785119
"China","Turkey","2011","inward",0.207995575345922
"France","Turkey","2011","inward",0.0449798592240514
"Germany","Turkey","2011","inward",0.050269949316681
"India","Turkey","2011","inward",0.162099129665168
"Indonesia","Turkey","2011","inward",0.180976883274379
"Italy","Turkey","2011","inward",0.0489480574806913
"Japan","Turkey","2011","inward",0.0528819582405195
"Mexico","Turkey","2011","inward",0.364617350198971
"Republic of Korea","Turkey","2011","inward",0.105953547004668
"Russia","Turkey","2011","inward",0.0762103935271019
"Saudi Arabia","Turkey","2011","inward",0.0239577641970423
"South Africa","Turkey","2011","inward",0.00192810056688207
"United Kingdom","Turkey","2011","inward",0.0258579003928776
"United States of America","Turkey","2011","inward",0.048033631015758
"World","Turkey","2011","inward",0.0813659653265984
"Argentina","United Kingdom","2011","inward",0.212767845628741
"Australia","United Kingdom","2011","inward",0.270858773699499
"Brazil","United Kingdom","2011","inward",0.101312171477867
"Canada","United Kingdom","2011","inward",0.0490842903345076
"China","United Kingdom","2011","inward",0.0558893402001271
"France","United Kingdom","2011","inward",0.014699587904645
"Germany","United Kingdom","2011","inward",0.0225480424045211
"India","United Kingdom","2011","inward",0.0577833593325128
"Indonesia","United Kingdom","2011","inward",0.0289018797559128
"Italy","United Kingdom","2011","inward",0.01110722297433
"Japan","United Kingdom","2011","inward",0.0608951040726576
"Mexico","United Kingdom","2011","inward",0.0142325922739676
"Republic of Korea","United Kingdom","2011","inward",0.041257967631702
"Russia","United Kingdom","2011","inward",0.000274027968436575
"Saudi Arabia","United Kingdom","2011","inward",0
"South Africa","United Kingdom","2011","inward",0.106933964947688
"Turkey","United Kingdom","2011","inward",0.070873446706497
"United States of America","United Kingdom","2011","inward",0.0521173949316974
"World","United Kingdom","2011","inward",0.03723749714574
"Argentina","United States of America","2011","inward",0.237301338298676
"Australia","United States of America","2011","inward",0.107705939775819
"Brazil","United States of America","2011","inward",0.276183670053801
"Canada","United States of America","2011","inward",0.286704171868855
"China","United States of America","2011","inward",0.325587182200266
"France","United States of America","2011","inward",0.223795131481235
"Germany","United States of America","2011","inward",0.348013180988001
"India","United States of America","2011","inward",0.14374576526174
